"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","560","TC01 Gecerli kullanici girisi","webkit","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","254","TC02 Gecerli kullanici girisi","chromium","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","266","TC03 Gecerli kullanici girisi","chromium","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","406","TC01 Gecerli kullanici girisi","chromium","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","472","TC03 Gecerli kullanici girisi","webkit","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","545","TC03 Gecerli kullanici girisi","firefox","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","16378","TC01 Gecerli kullanici girisi","webkit","2026-09-24","failed","2026-09-24","US002 Open Source Login","e2e/features/orange-hrm-login.feature.spec.js","",""
"","1181","TC01 Gecerli kullanici girisi","firefox","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","457","TC02 Gecerli kullanici girisi","webkit","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","561","TC02 Gecerli kullanici girisi","firefox","2026-09-24","passed","2026-09-24","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","30022","TC01 Gecerli kullanici girisi","firefox","2026-09-24","broken","2026-09-24","US002 Open Source Login","e2e/features/orange-hrm-login.feature.spec.js","",""
"","16390","TC01 Gecerli kullanici girisi","chromium","2026-09-24","failed","2026-09-24","US002 Open Source Login","e2e/features/orange-hrm-login.feature.spec.js","",""
