"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","316","TC02 Gecerli kullanici girisi","chromium","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","5140","TC01 Gecerli kullanici girisi","chromium","2026-09-22","passed","2026-09-22","US002 Open Source Login","e2e/features/orange-hrm-login.feature.spec.js","",""
"","7589","TC01 Gecerli kullanici girisi","webkit","2026-09-22","passed","2026-09-22","US002 Open Source Login","e2e/features/orange-hrm-login.feature.spec.js","",""
"","429","TC01 Gecerli kullanici girisi","chromium","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","688","TC01 Gecerli kullanici girisi","firefox","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","681","TC02 Gecerli kullanici girisi","firefox","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","6777","TC01 Gecerli kullanici girisi","firefox","2026-09-22","passed","2026-09-22","US002 Open Source Login","e2e/features/orange-hrm-login.feature.spec.js","",""
"","616","TC01 Gecerli kullanici girisi","webkit","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","607","TC03 Gecerli kullanici girisi","firefox","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","317","TC03 Gecerli kullanici girisi","chromium","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","563","TC03 Gecerli kullanici girisi","webkit","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
"","501","TC02 Gecerli kullanici girisi","webkit","2026-09-22","passed","2026-09-22","US001 Sauce Demo Login Test","e2e/features/saucelogin.feature.spec.js","",""
